mRNA/gene pair,Ensembl IDs,Caov3,COV362,TYK-nu,OVCAR-4,SNU-119,FU-OV-1,IGROV-1,HEY A8,JHOS-2,NIHOVCAR3,OV56 ,OVSAHO,RMUG-S,OV-90,A2780,KURAMOCHI,OVCAR-8
LYAR,ENSG00000156482,5406.21,4591.21,3475.66,2744.46,1911.95,1142.58,6435.54,3138.82,2210.12,2109.64,2828.35,2021.12,1484.11,3195.5,3686.81,2063.83,2303.81
NXF1,ENSG00000132792,3344.5,2842.05,4138.27,1220.7,4443.49,2957.63,2479.44,2402.86,2132.64,3624.13,613.496,2220.34,1592.66,1911.36,3617.41,2998.18,934.917
CXADR,ENSG00000085662,586.592,636.396,1320.16,818.622,2600.6,2143.52,1110.27,153.822,1268.69,4768.68,436.82,394.072,392.454,1242.19,350.723,2866.06,750.604
GSTO1,ENSG00000117448,6245.89,4464.43,6281.21,565.324,1320.55,257.684,1148.59,8221.09,2282.51,830.633,1724.99,792.673,1960.77,2183.36,4955.74,576.883,8291.5
RAB21,ENSG00000109586,3100.78,1531.09,1396.69,2057.7,2204.29,850.65,797.98,1182.99,923.564,690.743,328.621,286.728,964.112,2213.33,548.944,699.276,524.079
CSTB,ENSG00000161671,2308.2,784.71,1219.24,1179.02,759.258,292.334,373.382,1276.28,840.354,332.003,393.146,132.477,750.775,2417.72,4116.71,524.604,2076.98
ACP1,ENSG00000166260,1129.62,906.322,2074.74,786.716,510.131,1681.33,918.612,1726.68,416.024,244.806,271.751,166.836,2128.25,1112.32,2573.25,119.255,1804.34
SERPINE2,ENSG00000171865,1476.21,3775.25,749.15,277.968,91.8201,389.022,138.285,255.03,3562.1,439.181,268.235,984.04,1616.61,928.964,149.568,487.51,548.43
RPS27A,ENSG00000023191,12178.9,10326,15086.3,7992.74,12202.8,13573.3,11147.9,7840.9,7972.28,6649.14,5110.52,4513.3,7167.43,8052.84,14997.1,5188.62,10317.9
SEC62,ENSG00000090432,4078.53,1675.55,3208.14,2264.92,4705.5,2839.15,2047.54,883.44,1519.31,1340.22,1026.56,776.039,1115.44,590.216,1416.13,2063.08,421.881
IDH1,ENSG00000170088,7686.51,4090.68,6784.14,5411.51,2405.54,990.991,3180.62,2552.53,1928.7,1709.57,2383.39,662.219,7114.87,26180,4628.43,775.079,1559.07
IDH2,ENSG00000134697,10509.2,8070.46,3652.75,7570.74,10246.3,8412.17,5141.62,1367.76,3022.31,2728.46,2639.31,4699.22,3915.44,1834.79,3134.1,4786.27,2654.41
IREB2,ENSG00000164347,2686.2,1690.24,771.59,568.99,406.501,47.6495,847.575,373.305,1153.11,874.167,419.551,167.075,778.132,563.772,687.104,228.504,245.186
RPL30,ENSG00000178425,3650.34,2691.86,6960.77,2180.81,1288.06,1068.06,2194.21,1417.06,1739.44,1403.16,1718.04,603.533,1084.67,2001.96,3436.94,1282.08,1410.73
CTNNBL1,ENSG00000148672,3087.07,3573.65,5355.2,3349.88,8006.69,4719.84,2940.48,3586.7,3414.5,3616.02,2742.56,2767.95,2197.15,3085.33,3530.51,2309.93,1710.85
AKR1B1,ENSG00000071859,3017.12,5626.96,9039.05,2398.6,1898.05,3217.53,1596.09,1064.5,1225.19,440.856,10811.4,1556.78,2117.59,1289.59,2296.69,1478.35,2197.09
AKR1A1,ENSG00000120071,5464.63,3055.92,2801.91,853.342,410.814,2839.86,1411.28,6111.71,3168.95,1575.74,1416.55,300.542,2119.98,2014.62,3051.7,1708.94,2965.62
GALNT7,ENSG00000117697,1514.79,5821.36,4425.52,2561.57,3188.21,1480.5,3266.57,2105.98,1567.1,3529.65,5178.86,1716.42,9204.37,12033.2,1124.61,1949.92,346.523
EMC10,ENSG00000067533,1689.38,525.388,282.738,311.312,241.998,70.4081,793.82,672.058,156.944,263.756,321.156,441.896,281.266,406.057,304.013,191.52,714.374
COX11,ENSG00000144848,295.793,17.6958,20.6149,25.2195,71.46,126.983,185.274,554.195,319.91,503.901,151.371,564.027,311.558,311.423,299.972,238.354,431.553
RNH1,ENSG00000163466,2439,2000,7753,769.611,956.518,1446.47,1259.83,5358.07,4184.51,652.831,1219.96,539.743,2294.2,1628.12,4433.6,787.025,3806.11
MUL1,ENSG00000147403,389.407,205.808,153.484,770.098,460.121,434.669,495.4,159.894,520.904,573.374,199.233,225.284,597.025,807.895,264.862,810.111,26.0918
TMEM192,ENSG00000131732,459.849,1903.42,550.308,806.818,1943.36,360.522,742.629,201.656,457.134,820.197,541.397,570.245,486.594,554.252,945.767,1301.96,94.1041
GNL2,ENSG00000142864,2629.85,3108.77,3334.3,2149.78,3265.22,1751.98,3726.54,3749.44,1087.17,1776.75,881.113,1204.76,1993.06,2522.59,1511.6,2299.1,1045.5
GFM2,ENSG00000086102,2222.62,1302.84,2392.72,1333.66,839.551,2694.31,1599.38,2616.4,3376.96,4917.52,2522.49,1491.79,3998.35,3490.3,2492.69,1305.07,1490.22
NT5DC1,ENSG00000121060,1012.78,678.504,2521.51,861.303,1050.59,247.009,540.383,2268.1,828.185,1106.97,1264.31,186.022,1878.37,3689.99,849.916,454.42,789.067
GLUD1,ENSG00000148300,6744.22,22163.1,9422.26,13850,9369.73,6947.57,19291.2,7706.99,7062.72,10689.9,5316.39,9347.78,5597.55,16537.3,4630.71,10516,3527.94
FAM50A,ENSG00000111684,3969.56,1062.09,5257.72,1091.19,838.352,1289.34,1183.14,2304.75,1968.74,1832.19,723.899,348.731,1481.89,885.074,1948.61,772.163,5369.8
NSL1,ENSG00000155368,737.739,368.759,875.608,216.864,731.528,1087.38,552.6,1637.45,167.432,871.617,981.199,246.489,597.301,1084.82,1022.69,1119.49,712.686
RRP15,ENSG00000054148,2212.15,1789.8,1272.75,811.689,811.426,2884.91,1484.23,1724.47,483.92,853.967,762.963,377.381,589.18,724.185,2802.96,1097.94,1216.84
ATG3,ENSG00000117691,1038.23,458.373,1731.23,356.25,446.355,894.262,333.505,1656.2,607.404,176.812,664.311,59.1415,691.324,924.679,729.682,152.074,1083.18
ARPC2,ENSG00000143420,5416.64,4466.52,4856.72,2984.47,4447.84,1858.35,2373.85,3632.34,2693.8,1926.99,1753.22,758.062,4763.03,2804.75,2193.97,2362.78,2421.92
RPL10,ENSG00000128989,5299.79,3986.95,10727,2882.38,4549.81,2579.86,1889.83,4976.91,2283,1447.45,2670.55,840.954,977.613,2267.93,4090.15,1179.64,1423.25
ZCCHC9,ENSG00000100075,63.6687,227.546,426.097,248.939,502.371,541.285,918.866,1504.76,123.258,193.888,632.486,394.761,32.0331,573.939,761.499,352.869,594.839
SERBP1,ENSG00000105372,8971.91,5221.73,9178.12,5850.55,5334.62,3409.3,5795.57,9107.6,3157.27,2424.26,2613.36,1431.47,5093.66,4525.5,14742.8,4079.62,10678.3
NFX1,ENSG00000103257,299.939,326.178,535.846,304.751,923.478,348.312,317.855,360.676,863.549,604.116,523.094,130.571,716.776,531.859,2354.61,250.166,530.289
TRIM25,ENSG00000103064,4410.04,5104.24,5881.81,2379.25,1427.25,959.932,2919.36,5619.69,1851.29,1161.47,1435.73,659.413,3568.26,3147.32,2995.78,1527.23,2415.54
REXO4,ENSG00000115042,1263.83,1512.3,2474.93,1294.17,1694.11,3164.81,4389.97,1872.04,1410.06,2359.03,1167.08,1589.09,611.991,3110.73,1220.02,1171.58,720.084
LPCAT3,ENSG00000144199,1407.41,240.772,720.331,1095.76,785.052,800.805,1583.72,545.58,1364.22,398.914,609.86,438.187,745.421,1355.76,604.052,335.338,136.803
DBI,ENSG00000112339,976.821,1774.23,2016.36,358.395,1382.5,320.671,562.711,562.454,326.761,149.615,273.88,152.715,347.628,537.118,2159.59,203.527,2850.65
PHPT1,ENSG00000151092,1091.9,594.551,742.113,270.858,570.7,511.697,516.559,4789.1,939.963,368.245,89.3986,125.263,161.371,773.732,3589.34,152.823,1152.7
NENF,ENSG00000166788,1163.61,736.425,1069.12,635.544,616.998,354.281,1375.69,521.664,128.954,308.486,444.657,1053.14,2634.97,1097.31,2278.1,639.195,102.657
ENSA,ENSG00000172009,2699.23,1425.21,4649.85,1366.28,2175.72,1221,502.799,2307.87,639.985,405.873,446.012,324.469,368.313,609.512,6062.52,721.001,2626.69
ARPP19,ENSG00000007168,423.438,233.786,333.224,166.154,173.592,112.459,218.969,1021.45,377.771,276.104,309.165,9.1124,566.973,363.717,3685.29,97.1417,1292.46
SLC25A1,ENSG00000023318,7436.09,2794.91,2200.18,2862.79,1986.1,1470.93,6005.43,1119.59,3021.04,2716.8,737.66,2205.79,1899.43,1304.19,1591.53,2464.74,917.957
RPS19,ENSG00000152127,5256.49,4225.1,10685,4033.3,2488.1,2466.84,4712.8,2270.77,3253.23,2744.33,1871.3,1122.39,1873.3,3439.78,4620.51,1515.95,4969.17
SLC7A5,ENSG00000128335,1444.32,525.878,1003.76,1249.24,1270.31,397.656,1926.07,652.054,773.774,961.654,1930.78,333.76,4478.45,864.082,662.892,362.506,302.466
SLC7A6,ENSG00000181467,198.7,73.2697,401.735,248.259,122.648,526.137,377.98,58.3319,129.366,101.996,150.533,55.592,256.191,71.6544,167.314,291.747,301.421
FAHD2A,ENSG00000140983,652.539,735.731,485.366,323.687,424.346,455.906,786.874,923.785,175.973,132.84,115.108,361.473,231.507,336.687,579.727,466.711,1528.14
FAHD2B,ENSG00000126858,1679.09,2316.02,1181.55,837.706,694.992,1303.46,1037.15,1767.13,1277.78,1679.19,735.41,1557.65,1474.29,1037.05,537.683,1149.82,4006.49
HBS1L,ENSG00000106615,2475.73,1990.53,3156.1,1319.35,2173.06,1171.82,1660.43,3376.66,1846.76,796.229,1492.26,585.403,1296.93,1213,1325,380.762,2237.36
NGLY1,ENSG00000111011,397.246,288.664,381.396,236.411,1126.77,101.56,355.194,1114.96,368.427,246.205,468.407,110.752,574.452,589.408,1106.98,262.497,1220.75
SAAL1,ENSG00000173145,473.463,698.695,1496.6,296.723,378.705,695.903,755.508,1153.53,1409.2,763.328,698.891,97.1215,582.992,560.576,644.717,233.89,579.767
THOP1,ENSG00000153914,1994.77,1135.83,7975.22,1580.57,1353.34,1227.44,2504.93,3367.37,2159.24,1028.76,1107.37,381.6,1496.3,1335.67,7831.4,1087.45,1710.36
PAFAH1B1,ENSG00000132481,3644,2769.22,3904.77,2023.49,3700.15,2749.63,1956.01,3038.05,1087.05,528.523,1429.08,348.356,1452.7,1621.15,4545.33,1269.04,2815.66
ERP44,ENSG00000142669,4257.09,2187.14,3258.62,4045.39,3659.38,2476.05,5762.12,3152.94,2677.07,2713.88,2613.55,1891.34,3902.85,8296.78,2877.22,2893.1,3050.13
MGAT5,ENSG00000137815,748.729,888.497,887.592,373.431,2281.24,198.162,117.898,479.516,425.188,878.983,15.9662,308.833,384.943,747.962,907.773,582.632,139.729
APOL2,ENSG00000178035,2645.32,1363.05,1542.18,2024.7,343.116,566.04,2055.78,269.285,2680.86,1218.62,9366.9,407.984,1296.33,1049.12,1894.03,2305,814.369
RAP2B,ENSG00000106348,774.781,922.341,4857.34,1222.87,1548.01,608.034,751.457,3371.1,939.936,1396.04,327.753,227.678,1736.08,871.461,568.875,675.647,732.562
RHOT2,ENSG00000157326,1895.42,1444.3,2174.44,788.971,298.108,1264.46,1593.89,1570.29,1050.02,1404.17,1287.87,543.636,1823.27,1409.03,1072.04,2298.41,1111.33
RHOT1,ENSG00000079387,1511.41,714.965,926.529,1085.76,480.701,492.102,973.994,989.723,897.176,868.099,936.887,677.893,2207.98,1484.7,916.09,563.52,421.551
RHEB,ENSG00000146143,3446.84,4745.69,5591.78,3450.73,1526.45,906.982,1003.84,1075.83,2033.21,657.306,1194.01,445.927,1451.49,1531.37,1368.28,664.099,1184.48
RSRC2,ENSG00000053501,627.042,651.495,361.588,557.172,652.535,1233.29,1088.43,730.26,545.575,1057.16,484.8,204.767,425.763,335.929,1449.41,409.694,571.195
NOC3L,ENSG00000124209,3276.66,2264.17,4905.51,3380.78,2703.3,2904.8,3914.66,4654.12,1750.76,2575.6,2298.83,1231.04,1943.28,2240.05,4383.88,2707.48,1565.54
SREK1,ENSG00000162695,2631.8,1538.38,4130.16,1446.37,2939.79,5001.3,2324.7,898.024,1008.44,1964.91,819.411,936.918,2569.49,2882.15,6259.42,2983.16,842.262
TRIM47,ENSG00000184178,1921.51,1630,2491.66,349.191,341.653,132.673,336.52,335.317,348.586,115.777,495.36,25.1377,1009.53,274.172,198.437,263.858,1285.95
SH3BGRL3,ENSG00000186141,1077.24,403.836,1738.86,417.611,246.877,246.58,436.672,688.845,961.934,250.894,125.634,317.088,108.052,1140.29,787.781,230.081,1423.61
RTF1,ENSG00000012983,4324.04,2100.4,4497.41,1765.16,4106.65,1950.26,5345.3,2190.87,1148.45,2574.41,1898.25,1091.02,2040.24,1637.01,6758.93,5738.21,4180.93
IMPDH2,ENSG00000011566,5421.18,9402.5,8033.3,4323.22,2777.02,4643.61,3655.06,8597.71,3473.52,2037.49,3213.99,1224.93,2654.31,4145.31,6708.23,1231.69,15895
IMPDH1,ENSG00000179562,1283.66,2324.59,3820.23,1384.88,1253.19,868.617,1603.83,1478.94,240.67,166.516,536.931,322.919,188.554,957.9,1904.49,702.173,1336.56
DHRS4,ENSG00000178896,938.342,957.626,1244.69,2430.65,277.729,1551.67,1989.77,1119.39,152.558,455.997,345.576,650.854,1453.75,1210.71,1863.81,1316.87,911.859
SENP1,ENSG00000184575,493.906,143.759,871.367,311.884,834.961,314.728,606.503,243.462,391.318,394.901,173.187,138.127,577.79,203.177,1088.1,1081.67,195.433
PRIM2,ENSG00000070785,1307.86,928.452,1098.95,204.93,226.313,222.684,417.87,488.508,504.289,858.947,415.827,134.723,353.751,218.028,222.843,238.408,464.251
USE1,ENSG00000128791,1997.58,919.517,1335.43,1577.64,1715.66,551.726,1281.49,428.504,961.788,601.864,1135.8,1876.93,733.206,1456.58,1189.1,1826.16,180.124
RAB22A,ENSG00000167397,1238.24,544.709,1044.86,1104.36,1493.64,745.489,819.226,753.776,679.396,362.631,573.09,250.189,893.627,1241.03,789.205,809.69,453.712
SLC30A7,ENSG00000150768,96.4877,109.804,146.54,159.167,589.299,168.778,77.1438,255.006,164.067,200.291,131.273,121.455,313.917,586.063,392.776,257.428,255.024
SCFD2,ENSG00000137962,831.889,127.721,724.449,714.806,463.34,198.149,615.061,951.585,798.868,690.997,433.34,763.122,1150.12,1274.37,1298.36,670.326,185.221
POLR3C,ENSG00000160752,514.147,1032.51,931.273,503.927,980.757,382.482,519.394,632.977,942.422,1198.56,483.537,169.917,519.869,823.519,999.787,1582.59,247.77
MAP4K5,ENSG00000091732,150.603,250.498,541.959,149.073,1673.16,154.988,181.093,642.418,1060.56,137.207,376.396,107.94,888.658,651.747,873.961,155.836,292.175
MAP4K3,ENSG00000133641,345.759,183.957,1565.16,562.103,1505.75,608.493,687.497,665.481,1274.05,484.169,620.42,23.9539,602.083,1019.11,773.681,229.759,65.721
GCC1,ENSG00000132286,972.517,674.357,822.911,861.026,1724.39,917.31,1765.44,1545.35,1020.62,2013.47,1309.76,865.443,2357.33,4736.1,1961.08,1744.06,1004.95
EXOSC4,ENSG00000134899,786.177,513.836,1421.87,403.161,1117.63,768.784,1463.55,992.072,570.718,907.917,361.011,861.359,580.064,873.401,417.675,234.816,1327.5
XPOT,ENSG00000152684,2530.45,3701.82,4334.51,932.631,719.857,563.496,1274.45,5234.61,2235.74,1586.76,1186.87,137.77,1353.25,1511.6,3238.05,385.674,1651.61
EIF2B3,ENSG00000076043,4370.33,1291.32,3762.16,1137.27,2448.59,1000.86,787.841,2901.59,2626.85,1206.51,1650.67,393.183,1218.62,1705.68,3714.7,661.091,2441.77
TWSG1,ENSG00000122218,607.999,229.275,297.085,771.037,1354.51,1392.1,96.1031,410.126,730.914,863.165,207.134,749.228,203.347,132.598,842.735,2033.02,1330.87
VKORC1,ENSG00000114573,439.259,352.875,195.309,469.765,252.07,254.344,2504.73,376.257,50.8033,8.21937,204.582,211.769,479.979,277.882,656.055,663.314,101.287
DLAT,ENSG00000154059,2490.51,1843.13,5230.05,2857.19,4162.52,3205.84,3218.44,5851.19,2163.37,2858.65,1441.97,2203.56,4026.88,8428.22,3388.54,2906.46,6188.63
ARHGAP29,ENSG00000116406,2092.1,949.592,3572.46,1350.26,6429.63,2024.05,3403.64,5206.51,7073.48,4472.64,1035.86,202.481,1668.94,582.037,174.275,2210.86,2164.97
FDPS,ENSG00000165480,1034.14,2657.26,2996.65,987.162,3065.89,890.952,924.818,853.558,942.824,380.164,718.741,450.487,1643.71,987.234,2535.56,1099.86,614.445
ZC3HC1,ENSG00000049239,1944.1,1114.28,2374.82,1037.24,2285.8,1726.72,4800.94,1026.77,994.226,2159.62,1436.46,2470.88,1653.26,1742.73,4020.35,3479.77,2144.99
C12orf29,ENSG00000124193,623.868,500.252,737.884,60.9762,179.526,890.215,349.191,1187.44,319.318,104.544,135.364,340.617,187.013,201.734,1249.09,201.472,1185.5
TIMM10B,ENSG00000116350,395.682,194.026,341.773,330.804,343.712,473.66,634.873,612.337,582.687,853.309,192.557,306.37,132.598,190.911,478.626,631.169,625.254
ERCC5,ENSG00000100650,130.365,370.726,390.36,308.245,571.061,504.486,1438.69,442.214,1822.25,1338.49,899.251,839.447,372.198,1866.89,1250.77,896.764,554.351
PELO,ENSG00000141564,475.012,668.266,660.704,202.398,743.824,884.998,451.682,1378.4,388.254,317.664,481.166,292.526,421.302,561.781,421.08,213.729,630.972
REXO2,ENSG00000100116,696.747,625.877,2342.81,1329.32,1656.62,887.726,396.714,4419.11,2770.1,676.868,565.736,388.949,1194.95,1245.75,1393.03,1143.17,3668.69
COPA,ENSG00000156467,14096.3,6738.39,18374,9290.01,11348.4,4370.22,7007.71,9022.17,9393.56,3811.85,4378.72,1326.7,8383.25,8615.67,11300.5,4136.25,3300.44
ATP6V1A,ENSG00000111142,7885.64,2787.97,5655.22,4150.83,3138.52,3851.12,3482.44,3083.35,4035.76,4976.93,2061.13,881.307,3849.1,4266.54,6505.78,1766.43,2753.79
IMPACT,ENSG00000140632,653.92,106.776,103.693,156.354,454.073,331.667,165.689,280.845,1024.85,228.907,127.134,33.5642,1145.74,2294.63,600.314,43.3587,199.958
EDEM3,ENSG00000124160,690.397,386.917,1747.47,723.995,1670.29,1349.07,833.935,645.84,723.902,1248.26,339.931,397.163,1348.71,1803.89,876.928,905.681,334.648
SKA3,ENSG00000119777,486.852,315.822,368.075,78.0502,426.484,105.028,203.296,968.474,462.495,359.944,377.967,1128.1,244.79,157.745,1388.93,205.064,767.656
H6PD,ENSG00000120265,1736.28,754.583,1901.17,1439.72,1936.84,571.733,1234.34,1901.97,2159.64,1928.16,569.466,446.894,912.87,1290.3,1468.65,2760.23,313.985
SRSF6,ENSG00000135297,1438.96,1861.97,2060.26,1626.94,1724.1,4890.38,2068.69,834.677,156.811,282.303,305.52,737.581,599.469,637.402,1575,1930.12,656.879
SRSF4,ENSG00000114115,2967.16,2438.15,2969.13,3834.51,2778.13,4345.93,5065,1496.27,1599.07,1920.66,1123.97,1188.3,1505.02,1893.31,4854.79,8894.11,1803.19
SRSF5,ENSG00000032219,2203.23,2654.97,2529.96,1609.31,2046.89,3658.32,2381.16,837.138,1514.72,1586.62,546.472,1631.05,952.267,709.188,2904.41,1807.17,1491.14
RPTOR,ENSG00000140525,1442.13,1030.23,1703.62,1631.49,1728.91,965.092,1071.66,1121,1779,915.571,969.979,340.716,2142.97,1312.96,2559.24,2074.29,351.707
GCAT,ENSG00000070770,42.6092,76.4643,176.385,227.585,255.341,325.234,40.432,591.578,384.747,343.628,187.953,837.317,564.712,533.495,94.1375,94.3786,344.524
UQCRB,ENSG00000101266,3362.69,3322.25,2845.69,2041.38,1979.28,5581.59,4012.85,2498.75,1314.3,2860.63,2010.54,2008.57,2981.3,1697.14,2470.33,5904.76,3005.48
METAP2,ENSG00000162889,3001.3,2694.45,3634.62,1885.1,958.092,1014.29,855.656,2725.29,2653.18,559.576,1502.2,410.829,1188.14,2470.96,1658.48,386.378,1151.36
GLYR1,ENSG00000114738,2248.76,1650.08,2977.84,1718.61,5504.41,3218.67,156.08,2332.79,1267.88,2681.54,1568.48,1487.17,2645.42,2418.48,2961.61,2509.72,1400.04
NCOA5,ENSG00000100324,2072.6,1734.37,2140.72,1818.47,2524.97,3845,2063.38,2101.02,1441.96,2914.96,892.836,3799.72,1497.45,2146.5,4277.3,6600.95,1966.84
TMEM214,ENSG00000060069,2873.5,2898.44,4021.17,1617.03,2522.18,1134.71,4956.39,1831.6,1685.05,1172.62,1273.2,713.162,2985.65,3353.19,2938.94,1898.86,758.249
PCMT1,ENSG00000140263,3102.55,2806.04,1381.31,1173.92,546.148,1700.63,1256.66,5664.71,1638.91,829.309,1348.42,1342.34,1634.79,2594.42,1444.87,1047.26,6669.36
MTO1,ENSG00000139410,424.904,869.057,544.175,848.344,1362.6,540.933,920.256,519.144,337.836,352.385,815.308,1100.86,597.121,961.943,1464.34,1169.33,275.944
RBP1,ENSG00000071243,1204.05,3308.73,582.182,620.242,955.395,429.052,102.705,100.015,405.853,216.109,68.8285,645.624,672.949,654.463,296.195,1304.21,368.119
FANCI,ENSG00000182473,3021.03,2817.86,3730.72,1918.61,4845.09,767.053,2600.98,3935.36,1357.67,1339.25,1411.52,292.966,2299.52,1438.97,3650.96,2167.15,336.511
CSNK2A2,ENSG00000162396,1834.65,1014.94,4088.9,1059.61,1546.6,701.657,1574.71,482.398,1235.28,599.737,812.802,496.2,1182.76,1801.52,1993.02,810.477,633.558
CSNK2A1,ENSG00000132716,2717.14,1950.27,5516.54,2541.9,2490.38,329.158,1551.12,1856.19,2690.73,2286.02,894.327,708.561,974.216,1640.88,2349.11,1382.45,1024.35
MAPKAPK2,ENSG00000162735,945.527,1026.37,2048.74,654.261,1806.99,758.318,397.452,1090.11,762.02,211.91,304.024,165.962,1159.33,551.632,2042.93,450.914,330.368
MAPKAPK3,ENSG00000077454,368.471,614.11,146.524,165.763,1343.81,139.384,64.243,486.215,195.219,53.473,557.518,244.465,645.664,204.177,1139.81,63.7598,671.677
TAB1,ENSG00000136824,689.714,104.451,354.399,298.579,409.771,360.351,525.439,2037.63,2495.84,954.938,852.186,194.492,1818.2,1977.72,1407.89,280.538,1912.78
CTDP1,ENSG00000136718,752.203,278.557,1964.79,400.326,1232,1014,1613.02,995.948,1269.63,1193.22,676.574,307.705,1435.7,1142.82,2067.88,596.382,1154.83
SORD,ENSG00000134644,3926.45,1638.38,4206.16,1148.83,2202.01,809.465,1255.87,3101.95,1115.29,1268.91,884.012,348.362,631.357,3586.89,4032.61,736.914,2835.05
SDSL,ENSG00000055917,789.122,325.496,691.509,1117.74,724.296,520.905,172.89,329.042,2443.78,710.732,366.809,87.8023,394.16,740.653,2734.83,346.767,390.545
ING3,ENSG00000100726,395.754,188.669,322.269,86.9872,897.92,497.857,818.642,662.522,404.806,988.696,428.488,542.843,242.687,864.07,998.134,1413.27,444.397
EXOC7,ENSG00000173276,4794.7,1036.29,3591.84,1146.38,2806.8,1619.66,1979.82,2373.98,3738.25,1491.3,1471.93,408.121,4884.71,3127.37,2033.87,1297.11,1827.15
PARS2,ENSG00000095002,313.076,201.093,501.442,671.391,870.98,246.63,761.916,1061.92,693.361,1507.64,715.183,1157.37,1668.07,1122.02,677.813,1462.11,324.104
DCAF8,ENSG00000135069,622.507,1219.38,1438.84,556.616,681.51,710.514,1678.66,1292.14,1067.97,799.283,420.59,264.632,759.305,661.795,1116.22,1793.56,1073.26
PEX19,ENSG00000072682,48.3468,1155.03,721.772,355.583,936.214,329.805,327.267,1946.26,493.277,255.949,378.527,140.99,323.73,819.487,1409.92,320.411,939.22
LRCH4,ENSG00000136463,593.188,234.358,796.863,856.296,2031.25,964.136,666.49,499.822,506.671,768.471,345.46,886.246,1161.2,1756.54,319.696,3102.08,929.303
SMC2,ENSG00000123737,5250.27,5013,10634.9,3554.59,7876.41,2973.43,4855.57,4240.67,2451.59,2066.77,3339.28,1707.12,3089.34,3852.63,7252.85,2366.79,3414.51
IMP4,ENSG00000131495,935.309,684.148,1647.51,681.219,1105.63,1284.67,1223.48,1578.18,660.337,569.139,1152.28,1956.42,1749.06,1356.16,1386.93,455.938,693.334
PUM1,ENSG00000101247,4759.58,836.936,5021.82,2659.85,4152.86,1890.31,2585.29,2453.51,2188.74,2134.4,1556.68,632.819,1663.69,1578.93,4653.95,2766.31,2939.94
PUM2,ENSG00000165416,1037.4,223.232,806.517,879.752,1030.83,803.208,818.879,1419.39,1294.64,1764.55,409.008,313.538,525.681,584.296,2235.67,709.871,906.929
TELO2,ENSG00000095380,384.74,493.647,1510.43,569.994,1310.44,452.972,753.592,1069.1,924.017,547.861,430.388,216.071,1154.4,816.552,1578.53,390.831,807.855
ZBTB21,ENSG00000163346,264.262,101.047,843.346,378.973,1937.83,725.841,594.265,1143.03,911.667,2085.48,399.254,458.601,745.233,1091.56,624.283,1141.19,764.958
MSH2,ENSG00000116698,7586.54,5291.45,7780.52,3085.15,10060.9,2888.71,1246,5306.34,2688.92,3501.34,2768.23,1189.8,3202.1,3240.6,7098.4,4953.72,2180.19
PSAT1,ENSG00000175792,3957.68,9034.75,12391.5,5993.62,5863.92,2393.7,9129.28,10056.8,2366.27,2217.49,3265.99,644.046,2439.98,6323.77,17440.2,886.981,3409.27
P4HA2,ENSG00000123297,2500.7,538.262,864.213,2532.35,1501.74,2419.88,3808.38,860.121,2507.41,1365.64,1745.28,1461.32,2039.16,808.643,1042.54,3799.15,3007.2
TACO1,ENSG00000178691,544.946,297.188,666.589,444.403,817.17,1178.77,1389.15,668.91,455.252,930.109,516.81,654.053,684.82,1626.12,528.799,893.753,1140.33
EXOSC9,ENSG00000139180,760.161,1466.44,2085.17,770.847,851.628,1009.55,1462.17,1612.65,856.263,1067.15,1460.67,419.5,1425.98,2507.44,981.662,815.308,1174.9
NDUFA2,ENSG00000167005,1944.19,771.988,1363.17,1900.51,876.238,2423.75,2032.69,348.677,14.9162,26.8942,448.631,1299.07,1220.16,386.621,2339.65,3143.47,720.429
NDUFAF5,ENSG00000167193,172.425,231.747,417.612,359.809,138.692,501.764,295.125,558.144,544.07,1985.02,384.758,934.785,560.155,1634.63,1125.31,373.299,135.688
SUGT1,ENSG00000138443,2305.33,1676.89,5594.65,1390.59,4139.2,1829.43,2562.58,6146.84,4315.28,869.773,1727.75,480.47,4403.56,3409.17,5532.73,2422.65,9314.94
NANS,ENSG00000136754,3247.79,4504.37,3362.83,1448.65,2293.28,885.328,809.856,9651.36,3229.09,1283.49,2097.83,340.702,2357.4,2618.8,4476.87,963.34,4312.79
PBXIP1,ENSG00000134265,2653.54,1685.16,1385.12,1148.95,1456.83,1969.16,2992.91,798.201,1795.37,3126.94,291.202,1182.93,1750.23,1234.48,1967.88,7977.04,1277.93
SMG7,ENSG00000111678,269.752,224.538,887.868,135.405,636.63,262.785,293.621,868.156,902.209,823.673,137.334,27.8496,386.592,219.424,153.544,582.51,394.792
RUVBL1,ENSG00000168268,5574.87,6788.87,7973.29,6555.45,4083.61,7437.8,4127.72,5388.98,4041.41,4946.75,3865.97,2551.78,4472.27,6058.34,5774.49,2653.2,7585.64
TSFM,ENSG00000010244,2174.22,2328.25,2214.65,2387.68,3224.32,2151.29,2172.02,2822.71,923.383,2613.72,1034.54,2213.25,2407.68,2071.32,1652.88,2922.73,2884.98
SUZ12,ENSG00000086827,1048.69,661.73,1575.82,1318.62,3052.62,1559.55,2691.62,586.183,916.284,1191.25,765.029,464.332,852.936,645.196,2203.08,1202.15,428.482
NDUFA9,ENSG00000048162,3140.89,928.139,1768.02,1386.42,2559.05,1079.41,2440.75,2398.5,2120.25,1976.4,1572.18,2247.55,2000.02,4415.69,1321.51,994.854,1152.19
